date,region,type,first_dose,second_dose
2021-05-07,Wallonia,AstraZeneca/Oxford,6371,93
2021-05-07,Brussels,,184,0
2021-05-07,Brussels,Pfizer/BioNTech,4953,4756
2021-05-07,Brussels,Moderna,454,638
2021-05-07,Brussels,AstraZeneca/Oxford,524,5
2021-05-07,Ostbelgien,,5,0
2021-05-07,Ostbelgien,Pfizer/BioNTech,681,107
2021-05-07,Ostbelgien,Moderna,129,7
2021-05-07,Ostbelgien,AstraZeneca/Oxford,265,1
2021-05-08,,Pfizer/BioNTech,94,16
2021-05-08,,Moderna,5,2
2021-05-08,,AstraZeneca/Oxford,12,1
2021-05-08,Flanders,,307,0
2021-05-08,Flanders,Pfizer/BioNTech,33179,1600
2021-05-08,Flanders,Moderna,631,483
2021-05-08,Flanders,AstraZeneca/Oxford,9467,30
2021-05-08,Wallonia,,1393,0
2021-05-08,Wallonia,Pfizer/BioNTech,17748,5780
2021-05-08,Wallonia,Moderna,1947,571
2021-05-08,Wallonia,AstraZeneca/Oxford,7614,28
2021-05-08,Brussels,,1,0
2021-05-08,Brussels,Pfizer/BioNTech,6614,544
2021-05-08,Brussels,Moderna,6,1
2021-05-08,Brussels,AstraZeneca/Oxford,278,94
2021-05-08,Ostbelgien,,1,0
2021-05-08,Ostbelgien,Pfizer/BioNTech,668,166
2021-05-08,Ostbelgien,Moderna,100,0
2021-05-08,Ostbelgien,AstraZeneca/Oxford,267,1
2021-05-09,,Pfizer/BioNTech,18,0
2021-05-09,,Moderna,0,0
2021-05-09,,AstraZeneca/Oxford,33,0
2021-05-09,Flanders,,32,0
2021-05-09,Flanders,Pfizer/BioNTech,3360,12
2021-05-09,Flanders,Moderna,1,0
2021-05-09,Flanders,AstraZeneca/Oxford,18,4
2021-05-09,Wallonia,,0,0
2021-05-09,Wallonia,Pfizer/BioNTech,634,11
2021-05-09,Wallonia,Moderna,0,0
2021-05-09,Wallonia,AstraZeneca/Oxford,8,4
2021-05-09,Brussels,,0,0
2021-05-09,Brussels,Pfizer/BioNTech,554,15
2021-05-09,Brussels,Moderna,0,0
2021-05-09,Brussels,AstraZeneca/Oxford,3173,19
2021-05-09,Ostbelgien,,0,0
2021-05-09,Ostbelgien,Pfizer/BioNTech,0,0
2021-05-09,Ostbelgien,Moderna,0,0
2021-05-09,Ostbelgien,AstraZeneca/Oxford,0,0
2021-05-10,,Pfizer/BioNTech,85,9
2021-05-10,,Moderna,16,6
2021-05-10,,AstraZeneca/Oxford,37,2
2021-05-10,Flanders,,352,0
2021-05-10,Flanders,Pfizer/BioNTech,28902,204
2021-05-10,Flanders,Moderna,135,164
2021-05-10,Flanders,AstraZeneca/Oxford,4230,418
2021-05-10,Wallonia,,893,0
2021-05-10,Wallonia,Pfizer/BioNTech,18101,352
2021-05-10,Wallonia,Moderna,3761,517
2021-05-10,Wallonia,AstraZeneca/Oxford,15484,34
2021-05-10,Brussels,,99,0
2021-05-10,Brussels,Pfizer/BioNTech,3256,2272
2021-05-10,Brussels,Moderna,922,236
2021-05-10,Brussels,AstraZeneca/Oxford,2950,114
2021-05-10,Ostbelgien,,0,0
2021-05-10,Ostbelgien,Pfizer/BioNTech,2,0
2021-05-10,Ostbelgien,Moderna,5,0
2021-05-10,Ostbelgien,AstraZeneca/Oxford,0,0
2021-05-11,,Pfizer/BioNTech,91,48
2021-05-11,,Moderna,14,4
2021-05-11,,AstraZeneca/Oxford,40,4
2021-05-11,Flanders,,525,0
2021-05-11,Flanders,Pfizer/BioNTech,3911,445
2021-05-11,Flanders,Moderna,9617,588
2021-05-11,Flanders,AstraZeneca/Oxford,6257,1239
2021-05-11,Wallonia,,511,0
2021-05-11,Wallonia,Pfizer/BioNTech,16722,2675
2021-05-11,Wallonia,Moderna,2327,390
2021-05-11,Wallonia,AstraZeneca/Oxford,11501,53
2021-05-11,Brussels,,114,0
2021-05-11,Brussels,Pfizer/BioNTech,2228,3354
2021-05-11,Brussels,Moderna,542,528
2021-05-11,Brussels,AstraZeneca/Oxford,2871,152
2021-05-11,Ostbelgien,,0,0
2021-05-11,Ostbelgien,Pfizer/BioNTech,665,284
2021-05-11,Ostbelgien,Moderna,135,0
2021-05-11,Ostbelgien,AstraZeneca/Oxford,262,0
2021-05-12,,Pfizer/BioNTech,57,43
2021-05-12,,Moderna,16,13
2021-05-12,,AstraZeneca/Oxford,27,4
2021-05-12,Flanders,,640,0
2021-05-12,Flanders,Pfizer/BioNTech,15389,10570
2021-05-12,Flanders,Moderna,5013,5118
2021-05-12,Flanders,AstraZeneca/Oxford,3689,1805
2021-05-12,Wallonia,,490,0
2021-05-12,Wallonia,Pfizer/BioNTech,19736,2808
2021-05-12,Wallonia,Moderna,4207,1211
2021-05-12,Wallonia,AstraZeneca/Oxford,10224,120
2021-05-12,Brussels,,108,0
2021-05-12,Brussels,Pfizer/BioNTech,2027,3778
2021-05-12,Brussels,Moderna,537,574
2021-05-12,Brussels,AstraZeneca/Oxford,1598,237
2021-05-12,Ostbelgien,,1,0
2021-05-12,Ostbelgien,Pfizer/BioNTech,537,270
2021-05-12,Ostbelgien,Moderna,138,10
2021-05-12,Ostbelgien,AstraZeneca/Oxford,231,4
2021-05-13,,Pfizer/BioNTech,78,23
2021-05-13,,Moderna,9,4
2021-05-13,,AstraZeneca/Oxford,16,1
2021-05-13,Flanders,,252,0
2021-05-13,Flanders,Pfizer/BioNTech,10216,67407
2021-05-13,Flanders,Moderna,1338,184
2021-05-13,Flanders,AstraZeneca/Oxford,500,190
2021-05-13,Wallonia,,68,0
2021-05-13,Wallonia,Pfizer/BioNTech,13280,9951
2021-05-13,Wallonia,Moderna,1741,397
2021-05-13,Wallonia,AstraZeneca/Oxford,4161,34
2021-05-13,Brussels,,1,0
2021-05-13,Brussels,Pfizer/BioNTech,4534,1345
2021-05-13,Brussels,Moderna,717,357
2021-05-13,Brussels,AstraZeneca/Oxford,853,7
2021-05-13,Ostbelgien,,0,0
2021-05-13,Ostbelgien,Pfizer/BioNTech,487,228
2021-05-13,Ostbelgien,Moderna,113,0
2021-05-13,Ostbelgien,AstraZeneca/Oxford,98,29
2021-05-14,,Pfizer/BioNTech,74,42
2021-05-14,,Moderna,9,3
2021-05-14,,AstraZeneca/Oxford,37,4
2021-05-14,Flanders,,616,0
2021-05-14,Flanders,Pfizer/BioNTech,9546,79577
2021-05-14,Flanders,Moderna,860,200
2021-05-14,Flanders,AstraZeneca/Oxford,4885,2715
2021-05-14,Wallonia,,188,0
2021-05-14,Wallonia,Pfizer/BioNTech,11964,12426
2021-05-14,Wallonia,Moderna,3783,1110
2021-05-14,Wallonia,AstraZeneca/Oxford,3968,121
2021-05-14,Brussels,,91,0
2021-05-14,Brussels,Pfizer/BioNTech,2996,3003
2021-05-14,Brussels,Moderna,692,385
2021-05-14,Brussels,AstraZeneca/Oxford,1535,124
2021-05-14,Ostbelgien,,0,0
2021-05-14,Ostbelgien,Pfizer/BioNTech,539,256
2021-05-14,Ostbelgien,Moderna,137,0
2021-05-14,Ostbelgien,AstraZeneca/Oxford,94,6
2021-05-15,,Pfizer/BioNTech,22,45
2021-05-15,,Moderna,10,3
2021-05-15,,AstraZeneca/Oxford,28,5
2021-05-15,Flanders,,214,0
2021-05-15,Flanders,Pfizer/BioNTech,5527,38957
2021-05-15,Flanders,Moderna,246,24
2021-05-15,Flanders,AstraZeneca/Oxford,1821,1301
2021-05-15,Wallonia,,43,0
2021-05-15,Wallonia,Pfizer/BioNTech,14250,9048
2021-05-15,Wallonia,Moderna,3514,222
2021-05-15,Wallonia,AstraZeneca/Oxford,2767,115
2021-05-15,Brussels,,1,0
2021-05-15,Brussels,Pfizer/BioNTech,1086,3600
2021-05-15,Brussels,Moderna,9,1
2021-05-15,Brussels,AstraZeneca/Oxford,1885,208
2021-05-15,Ostbelgien,,0,0
2021-05-15,Ostbelgien,Pfizer/BioNTech,597,240
2021-05-15,Ostbelgien,Moderna,99,0
2021-05-15,Ostbelgien,AstraZeneca/Oxford,109,16
2021-05-16,,Pfizer/BioNTech,20,11
2021-05-16,,Moderna,0,0
2021-05-16,,AstraZeneca/Oxford,2,0
2021-05-16,Flanders,,31,0
2021-05-16,Flanders,Pfizer/BioNTech,500,2897
2021-05-16,Flanders,Moderna,0,0
2021-05-16,Flanders,AstraZeneca/Oxford,24,145
2021-05-16,Wallonia,,0,0
2021-05-16,Wallonia,Pfizer/BioNTech,5,3
2021-05-16,Wallonia,Moderna,0,0
2021-05-16,Wallonia,AstraZeneca/Oxford,0,2
2021-05-16,Brussels,,2,0
2021-05-16,Brussels,Pfizer/BioNTech,1323,723
2021-05-16,Brussels,Moderna,0,0
2021-05-16,Brussels,AstraZeneca/Oxford,317,7
2021-05-16,Ostbelgien,,0,0
2021-05-16,Ostbelgien,Pfizer/BioNTech,0,0
2021-05-16,Ostbelgien,Moderna,0,0
2021-05-16,Ostbelgien,AstraZeneca/Oxford,0,0
2021-05-17,,Pfizer/BioNTech,27,14
2021-05-17,,Moderna,9,5
2021-05-17,,AstraZeneca/Oxford,33,3
2021-05-17,Flanders,,1707,0
2021-05-17,Flanders,Pfizer/BioNTech,2665,177
2021-05-17,Flanders,Moderna,7608,2082
2021-05-17,Flanders,AstraZeneca/Oxford,39593,5608
2021-05-17,Wallonia,,1693,0
2021-05-17,Wallonia,Pfizer/BioNTech,11659,4281
2021-05-17,Wallonia,Moderna,4147,1831
2021-05-17,Wallonia,AstraZeneca/Oxford,5276,902
2021-05-17,Brussels,,48,0
2021-05-17,Brussels,Pfizer/BioNTech,1035,4745
2021-05-17,Brussels,Moderna,663,422
2021-05-17,Brussels,AstraZeneca/Oxford,1323,421
2021-05-17,Ostbelgien,,0,0
2021-05-17,Ostbelgien,Pfizer/BioNTech,0,0
2021-05-17,Ostbelgien,Moderna,2,0
2021-05-17,Ostbelgien,AstraZeneca/Oxford,2,0
2021-05-18,,Pfizer/BioNTech,9,24
2021-05-18,,Moderna,7,3
2021-05-18,,AstraZeneca/Oxford,26,8
2021-05-18,Flanders,,1126,0
2021-05-18,Flanders,Pfizer/BioNTech,1077,1008
2021-05-18,Flanders,Moderna,4415,5532
2021-05-18,Flanders,AstraZeneca/Oxford,45181,5968
2021-05-18,Wallonia,,1013,0
2021-05-18,Wallonia,Pfizer/BioNTech,6770,2255
2021-05-18,Wallonia,Moderna,1768,599
2021-05-18,Wallonia,AstraZeneca/Oxford,3792,636
2021-05-18,Brussels,,39,0
2021-05-18,Brussels,Pfizer/BioNTech,692,4903
2021-05-18,Brussels,Moderna,676,389
2021-05-18,Brussels,AstraZeneca/Oxford,886,209
2021-05-18,Ostbelgien,,48,0
2021-05-18,Ostbelgien,Pfizer/BioNTech,485,247
2021-05-18,Ostbelgien,Moderna,139,0
2021-05-18,Ostbelgien,AstraZeneca/Oxford,0,0
